datum,datum_iso,stunde,geraet_id,standort,latitude,longitude,kfz,pkw,lkw,lfw,krad,fahrrad,v_kfz,v_pkw,v_lkw,v85,modal_share_pkw,modal_share_fahrrad,modal_share_lkw,modal_share_krad
07.01.2023,2023-01-07,17,SEN-001,Handjerystraße,52.4752,13.3594,3837,2756,207,324,550,2944,25.3,24.8,24.9,30.3,40.6,43.4,3.1,8.1
07.01.2023,2023-01-07,18,SEN-001,Handjerystraße,52.4752,13.3594,3823,2640,195,319,669,2852,26.9,27.7,21.5,32.2,39.6,42.7,2.9,10.0
07.01.2023,2023-01-07,19,SEN-001,Handjerystraße,52.4752,13.3594,2448,1694,87,217,450,1827,32.5,34.9,25.9,36.8,39.6,42.7,2.0,10.5
07.01.2023,2023-01-07,20,SEN-001,Handjerystraße,52.4752,13.3594,1051,784,53,72,142,751,35.1,38.0,24.8,42.7,43.5,41.7,2.9,7.9
07.01.2023,2023-01-07,21,SEN-001,Handjerystraße,52.4752,13.3594,326,258,17,23,28,227,37.0,38.2,35.8,43.6,46.7,41.0,3.1,5.1
07.01.2023,2023-01-07,22,SEN-001,Handjerystraße,52.4752,13.3594,90,65,7,7,11,87,31.8,33.6,26.7,38.6,36.7,49.2,4.0,6.2
07.01.2023,2023-01-07,23,SEN-001,Handjerystraße,52.4752,13.3594,75,53,4,7,11,50,35.1,37.9,29.0,42.2,42.4,40.0,3.2,8.8
08.01.2023,2023-01-08,0,SEN-001,Handjerystraße,52.4752,13.3594,48,35,2,3,8,40,30.3,30.1,35.4,35.7,39.8,45.5,2.3,9.1
08.01.2023,2023-01-08,1,SEN-001,Handjerystraße,52.4752,13.3594,56,40,4,4,8,38,29.2,28.7,32.7,35.1,42.6,40.4,4.3,8.5
08.01.2023,2023-01-08,2,SEN-001,Handjerystraße,52.4752,13.3594,59,42,4,5,8,42,32.2,33.6,29.3,38.9,41.6,41.6,4.0,7.9
08.01.2023,2023-01-08,3,SEN-001,Handjerystraße,52.4752,13.3594,80,60,5,7,8,36,34.5,36.8,27.2,40.9,51.7,31.0,4.3,6.9
08.01.2023,2023-01-08,4,SEN-001,Handjerystraße,52.4752,13.3594,147,105,10,13,19,90,45.0,50.5,34.0,51.2,44.3,38.0,4.2,8.0
08.01.2023,2023-01-08,5,SEN-001,Handjerystraße,52.4752,13.3594,450,328,35,37,50,297,32.6,35.3,23.4,39.2,43.9,39.8,4.7,6.7
08.01.2023,2023-01-08,6,SEN-001,Handjerystraße,52.4752,13.3594,1203,830,66,106,201,766,34.4,37.2,28.4,39.3,42.2,38.9,3.4,10.2
08.01.2023,2023-01-08,7,SEN-001,Handjerystraße,52.4752,13.3594,2277,1614,102,210,351,1488,30.7,31.3,30.8,37.4,42.9,39.5,2.7,9.3
08.01.2023,2023-01-08,8,SEN-001,Handjerystraße,52.4752,13.3594,2877,2031,178,238,430,1835,28.7,29.2,27.3,33.2,43.1,38.9,3.8,9.1
08.01.2023,2023-01-08,9,SEN-001,Handjerystraße,52.4752,13.3594,2318,1635,162,154,367,1460,32.9,34.8,29.0,39.1,43.3,38.6,4.3,9.7
08.01.2023,2023-01-08,10,SEN-001,Handjerystraße,52.4752,13.3594,1182,846,59,107,170,780,31.5,34.2,21.3,38.4,43.1,39.8,3.0,8.7
08.01.2023,2023-01-08,11,SEN-001,Handjerystraße,52.4752,13.3594,405,301,22,35,47,304,35.9,37.8,32.2,43.2,42.5,42.9,3.1,6.6
08.01.2023,2023-01-08,12,SEN-001,Handjerystraße,52.4752,13.3594,148,108,11,11,18,99,34.3,35.9,31.6,39.7,43.7,40.1,4.5,7.3
08.01.2023,2023-01-08,13,SEN-001,Handjerystraße,52.4752,13.3594,110,78,7,9,16,63,38.7,42.2,32.6,44.4,45.1,36.4,4.0,9.2
08.01.2023,2023-01-08,14,SEN-001,Handjerystraße,52.4752,13.3594,266,192,19,18,37,201,36.5,38.4,35.1,44.1,41.1,43.0,4.1,7.9
08.01.2023,2023-01-08,15,SEN-001,Handjerystraße,52.4752,13.3594,970,712,72,74,112,607,36.8,39.5,30.7,43.1,45.1,38.5,4.6,7.1
08.01.2023,2023-01-08,16,SEN-001,Handjerystraße,52.4752,13.3594,2279,1646,100,176,357,1447,29.0,28.3,34.1,35.3,44.2,38.8,2.7,9.6
08.01.2023,2023-01-08,17,SEN-001,Handjerystraße,52.4752,13.3594,3517,2513,207,274,523,2222,25.8,26.9,17.4,29.3,43.8,38.7,3.6,9.1
08.01.2023,2023-01-08,18,SEN-001,Handjerystraße,52.4752,13.3594,3426,2312,231,276,607,2219,23.9,23.0,23.1,28.7,41.0,39.3,4.1,10.8
08.01.2023,2023-01-08,19,SEN-001,Handjerystraße,52.4752,13.3594,2274,1585,118,177,394,1414,28.0,28.1,27.7,32.5,43.0,38.3,3.2,10.7
08.01.2023,2023-01-08,20,SEN-001,Handjerystraße,52.4752,13.3594,964,673,43,59,189,611,28.3,28.0,30.8,33.5,42.7,38.8,2.7,12.0
08.01.2023,2023-01-08,21,SEN-001,Handjerystraße,52.4752,13.3594,285,209,17,21,38,157,32.8,33.7,32.7,38.2,47.3,35.5,3.8,8.6
08.01.2023,2023-01-08,22,SEN-001,Handjerystraße,52.4752,13.3594,95,68,5,7,15,50,33.2,34.5,32.4,39.5,46.9,34.5,3.4,10.3
08.01.2023,2023-01-08,23,SEN-001,Handjerystraße,52.4752,13.3594,57,41,3,4,9,48,35.4,38.1,28.9,40.5,39.0,45.7,2.9,8.6
10.01.2023,2023-01-10,0,SEN-001,Handjerystraße,52.4752,13.3594,95,72,4,8,11,34,37.3,40.0,29.3,44.4,55.8,26.4,3.1,8.5
10.01.2023,2023-01-10,1,SEN-001,Handjerystraße,52.4752,13.3594,86,66,5,7,8,49,28.8,28.8,29.1,34.1,48.9,36.3,3.7,5.9
10.01.2023,2023-01-10,2,SEN-001,Handjerystraße,52.4752,13.3594,91,62,5,6,18,48,34.3,36.8,30.6,39.2,44.6,34.5,3.6,12.9
10.01.2023,2023-01-10,3,SEN-001,Handjerystraße,52.4752,13.3594,115,85,8,7,15,38,30.4,29.7,36.9,34.9,55.6,24.8,5.2,9.8
10.01.2023,2023-01-10,4,SEN-001,Handjerystraße,52.4752,13.3594,234,172,14,17,31,105,35.1,37.1,31.3,40.2,50.7,31.0,4.1,9.1
10.01.2023,2023-01-10,5,SEN-001,Handjerystraße,52.4752,13.3594,718,508,42,59,109,364,36.0,38.0,34.5,43.4,47.0,33.6,3.9,10.1
10.01.2023,2023-01-10,6,SEN-001,Handjerystraße,52.4752,13.3594,2121,1451,130,206,334,923,40.1,44.9,31.6,46.9,47.7,30.3,4.3,11.0
10.01.2023,2023-01-10,7,SEN-001,Handjerystraße,52.4752,13.3594,3777,2776,178,269,554,1735,31.0,32.0,28.4,36.0,50.4,31.5,3.2,10.1
10.01.2023,2023-01-10,8,SEN-001,Handjerystraße,52.4752,13.3594,4755,3062,271,432,990,2200,33.5,38.0,21.6,39.0,44.0,31.6,3.9,14.2
10.01.2023,2023-01-10,9,SEN-001,Handjerystraße,52.4752,13.3594,3821,2808,215,316,482,1804,29.0,29.0,29.7,35.1,49.9,32.1,3.8,8.6
10.01.2023,2023-01-10,10,SEN-001,Handjerystraße,52.4752,13.3594,2098,1581,124,130,263,930,37.2,40.5,25.9,44.6,52.2,30.7,4.1,8.7
10.01.2023,2023-01-10,11,SEN-001,Handjerystraße,52.4752,13.3594,713,499,51,54,109,336,36.9,38.8,36.8,44.9,47.6,32.0,4.9,10.4
10.01.2023,2023-01-10,12,SEN-001,Handjerystraße,52.4752,13.3594,218,160,6,18,34,121,36.2,38.6,31.6,43.1,47.2,35.7,1.8,10.0
10.01.2023,2023-01-10,13,SEN-001,Handjerystraße,52.4752,13.3594,187,132,13,13,29,71,31.9,33.3,29.0,38.8,51.2,27.5,5.0,11.2
10.01.2023,2023-01-10,14,SEN-001,Handjerystraße,52.4752,13.3594,503,373,32,37,61,220,37.3,39.3,34.5,44.4,51.6,30.4,4.4,8.4
10.01.2023,2023-01-10,15,SEN-001,Handjerystraße,52.4752,13.3594,1632,1211,84,130,207,754,27.2,27.7,23.7,30.9,50.8,31.6,3.5,8.7
10.01.2023,2023-01-10,16,SEN-001,Handjerystraße,52.4752,13.3594,3729,2685,193,322,529,1752,32.7,35.8,21.4,37.6,49.0,32.0,3.5,9.7
10.01.2023,2023-01-10,17,SEN-001,Handjerystraße,52.4752,13.3594,5756,4012,329,496,919,2800,23.7,22.7,23.6,28.1,46.9,32.7,3.8,10.7
10.01.2023,2023-01-10,18,SEN-001,Handjerystraße,52.4752,13.3594,5775,3634,357,565,1219,2635,30.7,33.1,24.6,35.4,43.2,31.3,4.2,14.5
10.01.2023,2023-01-10,19,SEN-001,Handjerystraße,52.4752,13.3594,3795,2676,183,306,630,1790,28.8,28.8,29.8,33.8,47.9,32.1,3.3,11.3
10.01.2023,2023-01-10,20,SEN-001,Handjerystraße,52.4752,13.3594,1573,1093,112,125,243,755,33.2,35.3,28.6,40.0,47.0,32.4,4.8,10.4
10.01.2023,2023-01-10,21,SEN-001,Handjerystraße,52.4752,13.3594,506,366,34,38,68,205,38.4,42.2,28.7,46.5,51.5,28.8,4.8,9.6
10.01.2023,2023-01-10,22,SEN-001,Handjerystraße,52.4752,13.3594,158,115,8,8,27,71,35.6,37.1,37.4,40.2,50.2,31.0,3.5,11.8
10.01.2023,2023-01-10,23,SEN-001,Handjerystraße,52.4752,13.3594,89,66,5,6,12,51,34.3,35.7,32.4,39.9,47.1,36.4,3.6,8.6
11.01.2023,2023-01-11,0,SEN-001,Handjerystraße,52.4752,13.3594,56,42,3,4,7,60,37.5,40.3,30.4,45.3,36.2,51.7,2.6,6.0
11.01.2023,2023-01-11,1,SEN-001,Handjerystraße,52.4752,13.3594,50,39,3,3,5,66,33.3,33.5,36.4,39.6,33.6,56.9,2.6,4.3
11.01.2023,2023-01-11,2,SEN-001,Handjerystraße,52.4752,13.3594,56,37,3,3,13,59,31.1,32.2,31.0,36.3,32.2,51.3,2.6,11.3
11.01.2023,2023-01-11,3,SEN-001,Handjerystraße,52.4752,13.3594,69,44,4,6,15,80,36.2,40.0,31.9,41.3,29.5,53.7,2.7,10.1
11.01.2023,2023-01-11,4,SEN-001,Handjerystraße,52.4752,13.3594,151,113,7,8,23,145,36.9,38.9,35.6,44.9,38.2,49.0,2.4,7.8
11.01.2023,2023-01-11,5,SEN-001,Handjerystraße,52.4752,13.3594,470,319,27,44,80,525,28.7,29.1,27.8,32.6,32.1,52.8,2.7,8.0
11.01.2023,2023-01-11,6,SEN-001,Handjerystraße,52.4752,13.3594,1207,843,71,103,190,1362,33.0,35.0,28.5,38.0,32.8,53.0,2.8,7.4
11.01.2023,2023-01-11,7,SEN-001,Handjerystraße,52.4752,13.3594,2307,1616,112,190,389,2614,32.4,33.8,30.6,37.7,32.8,53.1,2.3,7.9
11.01.2023,2023-01-11,8,SEN-001,Handjerystraße,52.4752,13.3594,2954,2103,123,246,482,3201,30.6,32.7,22.0,37.2,34.2,52.0,2.0,7.8
11.01.2023,2023-01-11,9,SEN-001,Handjerystraße,52.4752,13.3594,2358,1686,136,180,356,2596,30.6,31.0,31.3,36.1,34.0,52.4,2.7,7.2
11.01.2023,2023-01-11,10,SEN-001,Handjerystraße,52.4752,13.3594,1230,902,78,98,152,1323,34.0,36.2,27.7,40.2,35.3,51.8,3.1,6.0
11.01.2023,2023-01-11,11,SEN-001,Handjerystraße,52.4752,13.3594,408,273,21,34,80,493,40.1,45.6,30.3,46.2,30.3,54.7,2.3,8.9
11.01.2023,2023-01-11,12,SEN-001,Handjerystraße,52.4752,13.3594,149,107,11,12,19,144,35.1,36.6,34.2,40.4,36.5,49.1,3.8,6.5
11.01.2023,2023-01-11,13,SEN-001,Handjerystraße,52.4752,13.3594,104,70,5,8,21,129,41.9,48.1,30.8,47.8,30.0,55.4,2.1,9.0
11.01.2023,2023-01-11,14,SEN-001,Handjerystraße,52.4752,13.3594,292,212,17,23,40,328,37.9,40.1,36.0,43.7,34.2,52.9,2.7,6.5
11.01.2023,2023-01-11,15,SEN-001,Handjerystraße,52.4752,13.3594,993,697,59,69,168,1104,32.4,33.5,32.4,39.4,33.2,52.6,2.8,8.0
11.01.2023,2023-01-11,16,SEN-001,Handjerystraße,52.4752,13.3594,2330,1621,162,204,343,2569,30.4,30.6,31.6,35.7,33.1,52.4,3.3,7.0
11.01.2023,2023-01-11,17,SEN-001,Handjerystraße,52.4752,13.3594,3585,2537,246,271,531,3969,20.9,18.7,24.6,25.1,33.6,52.5,3.3,7.0
11.01.2023,2023-01-11,18,SEN-001,Handjerystraße,52.4752,13.3594,3651,2524,234,296,597,3989,30.2,32.4,22.3,34.2,33.0,52.2,3.1,7.8
11.01.2023,2023-01-11,19,SEN-001,Handjerystraße,52.4752,13.3594,2256,1511,110,155,480,2560,31.9,34.7,23.0,38.2,31.4,53.2,2.3,10.0
11.01.2023,2023-01-11,20,SEN-001,Handjerystraße,52.4752,13.3594,1024,763,67,77,117,1069,30.6,30.1,35.2,36.4,36.5,51.1,3.2,5.6
11.01.2023,2023-01-11,21,SEN-001,Handjerystraße,52.4752,13.3594,272,181,17,25,49,345,35.8,40.4,25.4,41.4,29.3,55.9,2.8,7.9
11.01.2023,2023-01-11,22,SEN-001,Handjerystraße,52.4752,13.3594,105,68,6,9,22,93,38.5,42.7,35.0,45.9,34.3,47.0,3.0,11.1
11.01.2023,2023-01-11,23,SEN-001,Handjerystraße,52.4752,13.3594,67,48,3,4,12,62,37.3,40.0,35.0,44.6,37.2,48.1,2.3,9.3
12.01.2023,2023-01-12,0,SEN-001,Handjerystraße,52.4752,13.3594,91,64,5,5,17,78,34.5,36.1,35.4,40.7,37.9,46.2,3.0,10.1
12.01.2023,2023-01-12,1,SEN-001,Handjerystraße,52.4752,13.3594,123,90,7,10,16,70,37.4,39.1,37.4,43.6,46.6,36.3,3.6,8.3
12.01.2023,2023-01-12,2,SEN-001,Handjerystraße,52.4752,13.3594,85,63,5,7,10,66,31.5,31.0,36.7,38.2,41.7,43.7,3.3,6.6
12.01.2023,2023-01-12,3,SEN-001,Handjerystraße,52.4752,13.3594,89,64,6,5,14,78,39.5,43.9,28.4,46.1,38.3,46.7,3.6,8.4
12.01.2023,2023-01-12,4,SEN-001,Handjerystraße,52.4752,13.3594,201,137,14,15,35,162,33.3,34.9,32.3,39.6,37.7,44.6,3.9,9.6
12.01.2023,2023-01-12,5,SEN-001,Handjerystraße,52.4752,13.3594,745,547,42,55,101,539,32.2,34.4,24.5,39.2,42.6,42.0,3.3,7.9
12.01.2023,2023-01-12,6,SEN-001,Handjerystraße,52.4752,13.3594,1952,1457,137,120,238,1456,29.3,30.5,23.8,33.7,42.8,42.7,4.0,7.0
12.01.2023,2023-01-12,7,SEN-001,Handjerystraße,52.4752,13.3594,3877,2715,236,325,601,2843,30.3,31.4,27.4,34.5,40.4,42.3,3.5,8.9
12.01.2023,2023-01-12,8,SEN-001,Handjerystraße,52.4752,13.3594,4842,3604,234,427,577,3601,33.4,36.4,21.9,39.5,42.7,42.7,2.8,6.8
12.01.2023,2023-01-12,9,SEN-001,Handjerystraße,52.4752,13.3594,3789,2623,219,313,634,2991,35.6,38.7,29.2,42.4,38.7,44.1,3.2,9.4
12.01.2023,2023-01-12,10,SEN-001,Handjerystraße,52.4752,13.3594,2026,1493,120,184,229,1520,32.3,33.2,31.3,39.3,42.1,42.9,3.4,6.5
12.01.2023,2023-01-12,11,SEN-001,Handjerystraße,52.4752,13.3594,694,478,43,56,117,540,28.9,29.0,29.3,33.8,38.7,43.8,3.5,9.5
12.01.2023,2023-01-12,12,SEN-001,Handjerystraße,52.4752,13.3594,247,168,16,18,45,179,36.1,38.9,32.8,43.2,39.4,42.0,3.8,10.6
12.01.2023,2023-01-12,13,SEN-001,Handjerystraße,52.4752,13.3594,169,120,13,13,23,125,41.8,45.7,35.7,47.5,40.8,42.5,4.4,7.8
12.01.2023,2023-01-12,14,SEN-001,Handjerystraße,52.4752,13.3594,522,383,24,46,69,407,37.9,41.5,28.3,44.1,41.2,43.8,2.6,7.4
12.01.2023,2023-01-12,15,SEN-001,Handjerystraße,52.4752,13.3594,1697,1223,115,131,228,1210,37.6,40.5,32.2,44.0,42.1,41.6,4.0,7.8
12.01.2023,2023-01-12,16,SEN-001,Handjerystraße,52.4752,13.3594,3845,2998,201,286,360,2866,33.5,35.5,25.5,38.8,44.7,42.7,3.0,5.4
12.01.2023,2023-01-12,17,SEN-001,Handjerystraße,52.4752,13.3594,5909,4246,369,450,844,4379,32.1,35.1,20.9,37.0,41.3,42.6,3.6,8.2
12.01.2023,2023-01-12,18,SEN-001,Handjerystraße,52.4752,13.3594,5821,4329,369,498,625,4258,30.3,32.1,23.0,35.1,43.0,42.2,3.7,6.2
12.01.2023,2023-01-12,19,SEN-001,Handjerystraße,52.4752,13.3594,3775,2648,266,284,577,2839,29.1,29.1,30.2,35.3,40.0,42.9,4.0,8.7
12.01.2023,2023-01-12,20,SEN-001,Handjerystraße,52.4752,13.3594,1722,1227,88,140,267,1191,43.6,49.3,31.2,51.9,42.1,40.9,3.0,9.2
12.01.2023,2023-01-12,21,SEN-001,Handjerystraße,52.4752,13.3594,524,372,25,43,84,384,31.8,32.4,33.4,37.9,41.0,42.3,2.8,9.3
12.01.2023,2023-01-12,22,SEN-001,Handjerystraße,52.4752,13.3594,152,113,10,10,19,108,35.6,38.0,29.0,40.6,43.5,41.5,3.8,7.3
12.01.2023,2023-01-12,23,SEN-001,Handjerystraße,52.4752,13.3594,93,63,5,6,19,78,32.3,34.2,29.1,39.3,36.8,45.6,2.9,11.1
13.01.2023,2023-01-13,0,SEN-001,Handjerystraße,52.4752,13.3594,65,46,3,5,11,83,34.8,36.6,34.1,39.7,31.1,56.1,2.0,7.4
13.01.2023,2023-01-13,1,SEN-001,Handjerystraße,52.4752,13.3594,70,55,3,6,6,74,39.5,42.1,30.9,45.4,38.2,51.4,2.1,4.2
13.01.2023,2023-01-13,2,SEN-001,Handjerystraße,52.4752,13.3594,68,53,4,4,7,63,39.9,42.0,36.8,48.0,40.5,48.1,3.1,5.3
13.01.2023,2023-01-13,3,SEN-001,Handjerystraße,52.4752,13.3594,90,65,4,7,14,88,32.6,33.8,31.6,38.0,36.5,49.4,2.2,7.9
13.01.2023,2023-01-13,4,SEN-001,Handjerystraße,52.4752,13.3594,151,110,9,12,20,208,33.4,34.9,30.9,40.2,30.6,57.9,2.5,5.6
13.01.2023,2023-01-13,5,SEN-001,Handjerystraße,52.4752,13.3594,525,367,28,41,89,584,31.4,33.9,22.5,37.5,33.1,52.7,2.5,8.0
13.01.2023,2023-01-13,6,SEN-001,Handjerystraße,52.4752,13.3594,1464,1065,109,137,153,1699,34.9,36.6,32.0,41.1,33.7,53.7,3.4,4.8
13.01.2023,2023-01-13,7,SEN-001,Handjerystraße,52.4752,13.3594,2689,1986,149,202,352,3218,31.7,33.0,28.3,38.4,33.6,54.5,2.5,6.0
13.01.2023,2023-01-13,8,SEN-001,Handjerystraße,52.4752,13.3594,3468,2690,246,274,258,4003,25.1,25.4,22.3,28.8,36.0,53.6,3.3,3.5
13.01.2023,2023-01-13,9,SEN-001,Handjerystraße,52.4752,13.3594,2725,2038,163,242,282,3148,28.6,28.0,31.8,34.4,34.7,53.6,2.8,4.8
13.01.2023,2023-01-13,10,SEN-001,Handjerystraße,52.4752,13.3594,1464,1058,87,96,223,1652,36.3,39.8,26.3,43.3,34.0,53.0,2.8,7.2
13.01.2023,2023-01-13,11,SEN-001,Handjerystraße,52.4752,13.3594,501,351,32,43,75,588,32.6,33.4,33.3,37.1,32.2,54.0,2.9,6.9
13.01.2023,2023-01-13,12,SEN-001,Handjerystraße,52.4752,13.3594,176,124,11,13,28,193,34.9,38.0,26.8,42.3,33.6,52.3,3.0,7.6
13.01.2023,2023-01-13,13,SEN-001,Handjerystraße,52.4752,13.3594,145,109,9,9,18,162,38.9,41.5,34.2,47.0,35.5,52.8,2.9,5.9
13.01.2023,2023-01-13,14,SEN-001,Handjerystraße,52.4752,13.3594,306,231,16,18,41,386,37.1,40.3,26.6,42.0,33.4,55.8,2.3,5.9
13.01.2023,2023-01-13,15,SEN-001,Handjerystraße,52.4752,13.3594,1182,875,75,107,125,1371,41.3,44.8,33.6,49.9,34.3,53.7,2.9,4.9
13.01.2023,2023-01-13,16,SEN-001,Handjerystraße,52.4752,13.3594,2725,1851,148,237,489,3141,30.8,32.5,26.1,36.3,31.6,53.5,2.5,8.3
13.01.2023,2023-01-13,17,SEN-001,Handjerystraße,52.4752,13.3594,4256,3135,338,318,465,4888,25.5,24.5,28.4,31.0,34.3,53.5,3.7,5.1
13.01.2023,2023-01-13,18,SEN-001,Handjerystraße,52.4752,13.3594,4122,2805,283,346,688,4909,24.6,24.7,20.4,29.4,31.1,54.4,3.1,7.6
13.01.2023,2023-01-13,19,SEN-001,Handjerystraße,52.4752,13.3594,2706,1978,204,239,285,3213,32.2,33.6,28.4,39.2,33.4,54.3,3.4,4.8
13.01.2023,2023-01-13,20,SEN-001,Handjerystraße,52.4752,13.3594,1158,776,75,94,213,1331,34.6,38.9,23.3,39.3,31.2,53.5,3.0,8.6
13.01.2023,2023-01-13,21,SEN-001,Handjerystraße,52.4752,13.3594,322,242,15,27,38,439,37.3,40.3,28.2,43.1,31.8,57.7,2.0,5.0
13.01.2023,2023-01-13,22,SEN-001,Handjerystraße,52.4752,13.3594,114,83,7,8,16,111,34.6,36.9,29.2,40.6,36.9,49.3,3.1,7.1
13.01.2023,2023-01-13,23,SEN-001,Handjerystraße,52.4752,13.3594,66,46,3,5,12,74,38.1,42.2,29.3,44.2,32.9,52.9,2.1,8.6
14.01.2023,2023-01-14,0,SEN-001,Handjerystraße,52.4752,13.3594,52,38,2,3,9,42,32.2,33.2,31.7,37.3,40.4,44.7,2.1,9.6
14.01.2023,2023-01-14,1,SEN-001,Handjerystraße,52.4752,13.3594,59,40,2,4,13,31,30.5,30.7,35.0,35.8,44.4,34.4,2.2,14.4
14.01.2023,2023-01-14,2,SEN-001,Handjerystraße,52.4752,13.3594,45,32,2,4,7,35,35.3,36.2,39.2,42.4,40.0,43.8,2.5,8.8
14.01.2023,2023-01-14,3,SEN-001,Handjerystraße,52.4752,13.3594,79,58,3,5,13,47,41.8,46.3,31.5,49.1,46.0,37.3,2.4,10.3
14.01.2023,2023-01-14,4,SEN-001,Handjerystraße,52.4752,13.3594,139,92,7,13,27,90,33.9,36.3,30.7,41.2,40.2,39.3,3.1,11.8
14.01.2023,2023-01-14,5,SEN-001,Handjerystraße,52.4752,13.3594,423,300,20,36,67,304,27.9,26.7,34.4,33.2,41.3,41.8,2.8,9.2
14.01.2023,2023-01-14,6,SEN-001,Handjerystraße,52.4752,13.3594,1192,836,65,88,203,803,35.0,38.5,25.2,40.7,41.9,40.3,3.3,10.2
14.01.2023,2023-01-14,7,SEN-001,Handjerystraße,52.4752,13.3594,2398,1742,153,203,300,1519,31.6,33.9,23.5,36.3,44.5,38.8,3.9,7.7
14.01.2023,2023-01-14,8,SEN-001,Handjerystraße,52.4752,13.3594,2876,2116,207,211,342,1935,29.7,32.1,18.8,33.8,44.0,40.2,4.3,7.1
14.01.2023,2023-01-14,9,SEN-001,Handjerystraße,52.4752,13.3594,2350,1650,125,170,405,1481,30.7,31.5,29.7,36.0,43.1,38.7,3.3,10.6
14.01.2023,2023-01-14,10,SEN-001,Handjerystraße,52.4752,13.3594,1264,890,93,96,185,831,34.3,36.5,29.8,40.7,42.5,39.7,4.4,8.8
14.01.2023,2023-01-14,11,SEN-001,Handjerystraße,52.4752,13.3594,480,314,29,35,102,300,37.8,42.6,30.2,43.3,40.3,38.5,3.7,13.1
14.01.2023,2023-01-14,12,SEN-001,Handjerystraße,52.4752,13.3594,134,90,9,10,25,103,31.0,32.0,29.9,37.1,38.0,43.5,3.8,10.5
14.01.2023,2023-01-14,13,SEN-001,Handjerystraße,52.4752,13.3594,96,72,6,7,11,67,33.3,34.5,31.1,37.7,44.2,41.1,3.7,6.7
14.01.2023,2023-01-14,14,SEN-001,Handjerystraße,52.4752,13.3594,322,229,19,26,48,216,35.8,38.4,30.9,42.4,42.6,40.1,3.5,8.9
14.01.2023,2023-01-14,15,SEN-001,Handjerystraße,52.4752,13.3594,1003,728,50,70,155,700,37.4,40.0,33.7,44.4,42.7,41.1,2.9,9.1
14.01.2023,2023-01-14,16,SEN-001,Handjerystraße,52.4752,13.3594,2295,1721,126,198,250,1554,30.3,31.1,27.9,34.6,44.7,40.4,3.3,6.5
14.01.2023,2023-01-14,17,SEN-001,Handjerystraße,52.4752,13.3594,3582,2455,244,315,568,2408,30.0,31.7,24.5,36.1,41.0,40.2,4.1,9.5
14.01.2023,2023-01-14,18,SEN-001,Handjerystraße,52.4752,13.3594,3629,2714,209,331,375,2435,24.3,24.4,21.5,27.9,44.8,40.2,3.4,6.2
14.01.2023,2023-01-14,19,SEN-001,Handjerystraße,52.4752,13.3594,2295,1610,142,222,321,1603,29.4,31.6,20.6,34.0,41.3,41.1,3.6,8.2
14.01.2023,2023-01-14,20,SEN-001,Handjerystraße,52.4752,13.3594,995,743,60,92,100,635,31.1,31.4,31.8,37.4,45.6,39.0,3.7,6.1
14.01.2023,2023-01-14,21,SEN-001,Handjerystraße,52.4752,13.3594,305,221,19,25,40,225,35.3,38.1,27.8,41.4,41.7,42.5,3.6,7.5
14.01.2023,2023-01-14,22,SEN-001,Handjerystraße,52.4752,13.3594,90,64,5,6,15,69,35.8,38.1,32.8,41.4,40.3,43.4,3.1,9.4
14.01.2023,2023-01-14,23,SEN-001,Handjerystraße,52.4752,13.3594,77,52,4,5,16,39,29.9,30.3,30.9,35.4,44.8,33.6,3.4,13.8
15.01.2023,2023-01-15,0,SEN-001,Handjerystraße,52.4752,13.3594,45,30,2,3,10,45,32.7,33.6,36.8,37.6,33.3,50.0,2.2,11.1
15.01.2023,2023-01-15,1,SEN-001,Handjerystraße,52.4752,13.3594,43,30,1,3,9,55,36.1,38.8,33.7,42.5,30.6,56.1,1.0,9.2
15.01.2023,2023-01-15,2,SEN-001,Handjerystraße,52.4752,13.3594,44,31,2,3,8,50,32.3,33.3,32.6,36.7,33.0,53.2,2.1,8.5
15.01.2023,2023-01-15,3,SEN-001,Handjerystraße,52.4752,13.3594,51,37,3,4,7,55,30.3,31.0,29.0,34.5,34.9,51.9,2.8,6.6
15.01.2023,2023-01-15,4,SEN-001,Handjerystraße,52.4752,13.3594,106,75,5,8,18,122,33.5,35.9,26.9,40.5,32.9,53.5,2.2,7.9
15.01.2023,2023-01-15,5,SEN-001,Handjerystraße,52.4752,13.3594,357,253,22,31,51,373,31.3,30.7,37.6,37.5,34.7,51.1,3.0,7.0
15.01.2023,2023-01-15,6,SEN-001,Handjerystraße,52.4752,13.3594,984,699,61,80,144,1028,36.9,40.5,28.4,43.0,34.7,51.1,3.0,7.2
15.01.2023,2023-01-15,7,SEN-001,Handjerystraße,52.4752,13.3594,1941,1465,78,158,240,2021,25.3,24.2,29.3,28.7,37.0,51.0,2.0,6.1
15.01.2023,2023-01-15,8,SEN-001,Handjerystraße,52.4752,13.3594,2289,1737,110,213,229,2434,28.0,28.4,25.7,33.3,36.8,51.5,2.3,4.8
15.01.2023,2023-01-15,9,SEN-001,Handjerystraße,52.4752,13.3594,1893,1343,89,162,299,2059,31.0,33.6,20.5,36.2,34.0,52.1,2.3,7.6
15.01.2023,2023-01-15,10,SEN-001,Handjerystraße,52.4752,13.3594,946,657,54,64,171,1027,33.8,36.3,27.9,40.8,33.3,52.1,2.7,8.7
15.01.2023,2023-01-15,11,SEN-001,Handjerystraße,52.4752,13.3594,388,273,15,36,64,330,34.7,37.2,29.4,39.2,38.0,46.0,2.1,8.9
